Date,삼성전자,삼성전자우,SK하이닉스,TIGER TOP10,TIGER 차이나전기차SOLACTIVE,TIGER 2차전지테마,KODEX 2차전지산업,강원랜드,대한항공,SPY,AAPL,QQQ,MSFT,GOOGL,SPYD,ARKK,KO,RSP,IIVI,TSLA,AMZN,O,ARKG,VZ,JPM,PRNT,VGAC,SCHB,TLT,EWU,VWO,EWG,VWOB,VTIP,EWH,EWJ,VTEB,LQD,EWA
1997-03-22,982.0,366.0,380745.0,,,,,,6980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-24,1009.0,373.0,395881.0,,,,,,7513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-25,1076.0,402.0,427319.0,,,,,,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-26,1067.0,417.0,451771.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-27,1032.0,417.0,440127.0,,,,,,7513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-28,1039.0,420.0,451771.0,,,,,,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-29,1053.0,421.0,454099.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,1065.0,452.0,471565.0,,,,,,7222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-01,1067.0,433.0,454099.0,,,,,,7367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-02,1101.0,434.0,454099.0,,,,,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-03,1103.0,426.0,448278.0,,,,,,7513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-04,1103.0,424.0,450606.0,,,,,,7513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-07,1135.0,442.0,464579.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-08,1142.0,458.0,471565.0,,,,,,7852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-09,1147.0,458.0,487866.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-10,1119.0,443.0,469236.0,,,,,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-11,1119.0,445.0,470400.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-12,1113.0,446.0,461086.0,,,,,,7707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-14,1128.0,449.0,477387.0,,,,,,7609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-15,1112.0,445.0,465743.0,,,,,,7609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-16,1101.0,437.0,447113.0,,,,,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-17,1085.0,426.0,423826.0,,,,,,7609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-18,1071.0,420.0,423826.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-19,1110.0,427.0,434305.0,,,,,,7852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-21,1094.0,427.0,431977.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-22,1067.0,414.0,421497.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-23,1060.0,409.0,416840.0,,,,,,7415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-24,1060.0,409.0,416840.0,,,,,,7271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-25,1041.0,408.0,413347.0,,,,,,7367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-26,1085.0,420.0,419169.0,,,,,,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-28,1094.0,418.0,402868.0,,,,,,7852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-29,1087.0,415.0,418004.0,,,,,,7997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-30,1078.0,415.0,414511.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-02,1090.0,409.0,400539.0,,,,,,7415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-03,1087.0,402.0,408689.0,,,,,,7609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-06,1092.0,388.0,419169.0,,,,,,7367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-07,1085.0,383.0,416840.0,,,,,,7173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-08,1055.0,376.0,424990.0,,,,,,7029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-09,1065.0,371.0,431977.0,,,,,,6785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-10,1065.0,371.0,434305.0,,,,,,6640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-12,1085.0,377.0,454099.0,,,,,,6495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-13,1099.0,377.0,459921.0,,,,,,6930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-15,1131.0,407.0,492523.0,,,,,,7222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-16,1121.0,417.0,489030.0,,,,,,7367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-17,1117.0,411.0,480880.0,,,,,,7222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-19,1126.0,408.0,500674.0,,,,,,7271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-20,1156.0,408.0,501838.0,,,,,,7609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-21,1129.0,407.0,491359.0,,,,,,7609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-22,1117.0,395.0,466907.0,,,,,,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-23,1106.0,390.0,469236.0,,,,,,7513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-24,1101.0,392.0,468072.0,,,,,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-26,1092.0,390.0,456428.0,,,,,,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-27,1099.0,390.0,465743.0,,,,,,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-28,1153.0,421.0,499509.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-29,1203.0,444.0,500674.0,,,,,,7852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-30,1197.0,442.0,505331.0,,,,,,7949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-31,1197.0,441.0,505331.0,,,,,,7900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-02,1190.0,441.0,523961.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-03,1176.0,454.0,516975.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-04,1197.0,444.0,503002.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-05,1188.0,438.0,508824.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-07,1197.0,438.0,508824.0,,,,,,7852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-09,1197.0,439.0,506496.0,,,,,,7997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-10,1181.0,435.0,494852.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-11,1172.0,436.0,479715.0,,,,,,7707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-12,1162.0,444.0,516975.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-13,1231.0,479.0,553070.0,,,,,,7997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-14,1249.0,495.0,544919.0,,,,,,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-16,1233.0,458.0,530947.0,,,,,,8384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-17,1305.0,494.0,572864.0,,,,,,8384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-18,1296.0,522.0,564713.0,,,,,,8482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-19,1269.0,488.0,577521.0,,,,,,8191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-20,1251.0,501.0,551906.0,,,,,,8142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-21,1222.0,482.0,535605.0,,,,,,7997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-23,1224.0,485.0,518139.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-24,1240.0,523.0,512317.0,,,,,,7997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-25,1242.0,488.0,518139.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-26,1251.0,489.0,532111.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-27,1224.0,479.0,533276.0,,,,,,7949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-28,1251.0,473.0,529783.0,,,,,,8142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,1260.0,495.0,529783.0,,,,,,8094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-01,1269.0,507.0,547248.0,,,,,,8239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-02,1296.0,513.0,568207.0,,,,,,8288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-03,1290.0,506.0,562385.0,,,,,,8384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-04,1296.0,509.0,562385.0,,,,,,8725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-05,1287.0,500.0,555399.0,,,,,,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-07,1260.0,488.0,542591.0,,,,,,8725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-08,1233.0,485.0,553070.0,,,,,,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-09,1240.0,492.0,569371.0,,,,,,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-10,1233.0,482.0,570535.0,,,,,,8482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-11,1215.0,480.0,567042.0,,,,,,8482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-12,1208.0,470.0,558892.0,,,,,,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-14,1208.0,467.0,564713.0,,,,,,8482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-15,1192.0,466.0,549577.0,,,,,,8482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-16,1187.0,472.0,533276.0,,,,,,8482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-18,1217.0,486.0,533276.0,,,,,,8482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-19,1224.0,480.0,534440.0,,,,,,8434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-21,1230.0,483.0,535605.0,,,,,,8335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-22,1233.0,492.0,536769.0,,,,,,8335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-23,1224.0,495.0,543755.0,,,,,,8434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-24,1233.0,497.0,555399.0,,,,,,8335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-25,1206.0,488.0,550741.0,,,,,,8239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-26,1206.0,480.0,564713.0,,,,,,8239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-28,1203.0,492.0,568207.0,,,,,,8046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-29,1194.0,492.0,565878.0,,,,,,8046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-30,1171.0,479.0,549577.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-31,1160.0,472.0,536769.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-01,1171.0,478.0,535605.0,,,,,,7852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-02,1171.0,472.0,535605.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-04,1179.0,480.0,536769.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-05,1233.0,503.0,547248.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-06,1238.0,513.0,547248.0,,,,,,7415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-07,1242.0,513.0,532111.0,,,,,,7513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-08,1242.0,517.0,534440.0,,,,,,7609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-09,1287.0,528.0,546084.0,,,,,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-11,1285.0,531.0,544919.0,,,,,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-12,1296.0,544.0,529783.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-13,1335.0,575.0,518139.0,,,,,,7804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-14,1314.0,569.0,489030.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-16,1280.0,547.0,493688.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-18,1271.0,540.0,496016.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-19,1269.0,534.0,509989.0,,,,,,7658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-20,1301.0,562.0,497181.0,,,,,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-21,1287.0,554.0,494852.0,,,,,,7513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-22,1296.0,568.0,489030.0,,,,,,7367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-23,1306.0,574.0,487866.0,,,,,,7271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-25,1301.0,563.0,485537.0,,,,,,7076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-26,1296.0,550.0,483208.0,,,,,,7076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-27,1283.0,547.0,483208.0,,,,,,6930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-28,1274.0,531.0,454099.0,,,,,,6737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-29,1265.0,495.0,418004.0,,,,,,6592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-30,1260.0,503.0,385402.0,,,,,,6301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-01,1251.0,503.0,391224.0,,,,,,6544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-02,1269.0,504.0,395881.0,,,,,,6980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-03,1237.0,510.0,419169.0,,,,,,6544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-04,1221.0,500.0,409854.0,,,,,,6398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-05,1244.0,509.0,419169.0,,,,,,6495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-06,1244.0,519.0,427319.0,,,,,,6592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-08,1235.0,523.0,429648.0,,,,,,6398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-09,1219.0,525.0,419169.0,,,,,,6398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-10,1222.0,514.0,424990.0,,,,,,6398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-11,1267.0,517.0,454099.0,,,,,,6495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-12,1269.0,532.0,431977.0,,,,,,6737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-13,1269.0,532.0,430812.0,,,,,,6785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-18,1274.0,532.0,424990.0,,,,,,6640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-19,1251.0,525.0,406361.0,,,,,,6495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-20,1233.0,504.0,401703.0,,,,,,6301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-22,1212.0,497.0,401703.0,,,,,,6253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-23,1192.0,470.0,395881.0,,,,,,6301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-24,1194.0,483.0,401703.0,,,,,,6447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-25,1179.0,470.0,378416.0,,,,,,6204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-26,1174.0,469.0,351636.0,,,,,,5913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-27,1158.0,473.0,324856.0,,,,,,5962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-29,1162.0,478.0,324856.0,,,,,,6155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,1188.0,482.0,350471.0,,,,,,6058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-01,1172.0,475.0,378416.0,,,,,,5962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-02,1169.0,482.0,360951.0,,,,,,5816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-04,1197.0,488.0,363279.0,,,,,,5962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-06,1185.0,489.0,362115.0,,,,,,5913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-07,1149.0,466.0,356293.0,,,,,,5477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-08,1076.0,429.0,337664.0,,,,,,5041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-09,1051.0,463.0,339992.0,,,,,,5138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-10,1067.0,432.0,349307.0,,,,,,5089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-11,1078.0,439.0,363279.0,,,,,,5332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-13,1063.0,432.0,351636.0,,,,,,5477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-14,1092.0,439.0,358622.0,,,,,,5235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-15,1081.0,421.0,358622.0,,,,,,5235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-16,1004.0,389.0,330677.0,,,,,,5041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-17,1022.0,395.0,309719.0,,,,,,5186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-18,1028.0,392.0,324856.0,,,,,,5186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-20,1001.0,374.0,322527.0,,,,,,4847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-21,997.0,367.0,326020.0,,,,,,4701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-22,1076.0,395.0,335335.0,,,,,,5041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-23,1099.0,414.0,333006.0,,,,,,5380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-24,1012.0,381.0,314376.0,,,,,,4993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-25,931.0,352.0,289925.0,,,,,,4726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-27,858.0,324.0,267802.0,,,,,,4628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-28,790.0,299.0,246844.0,,,,,,4261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-29,774.0,296.0,242186.0,,,,,,4338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-30,715.0,272.0,223556.0,,,,,,3994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-31,677.0,251.0,232871.0,,,,,,3679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-01,731.0,268.0,251501.0,,,,,,3732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-03,788.0,288.0,271295.0,,,,,,3926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-04,851.0,310.0,292254.0,,,,,,4236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-05,919.0,334.0,308555.0,,,,,,4124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-06,899.0,319.0,302733.0,,,,,,3903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-07,827.0,294.0,279446.0,,,,,,3592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-08,810.0,272.0,273624.0,,,,,,3393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-10,870.0,293.0,294582.0,,,,,,3635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-11,836.0,284.0,288760.0,,,,,,3780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-12,804.0,278.0,266638.0,,,,,,3708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-13,799.0,278.0,250337.0,,,,,,3635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-14,776.0,274.0,256158.0,,,,,,3616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-15,795.0,274.0,254994.0,,,,,,3684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-17,754.0,259.0,246844.0,,,,,,3660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-18,756.0,279.0,254994.0,,,,,,3442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-19,768.0,272.0,257323.0,,,,,,3416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-20,738.0,254.0,267802.0,,,,,,3345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-21,797.0,274.0,273624.0,,,,,,3610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-22,822.0,276.0,252665.0,,,,,,3538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-24,758.0,256.0,271295.0,,,,,,3257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-25,768.0,256.0,266638.0,,,,,,3005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-26,781.0,248.0,263145.0,,,,,,2909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-27,768.0,248.0,260816.0,,,,,,2715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-28,749.0,237.0,251501.0,,,,,,2501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-29,756.0,234.0,244515.0,,,,,,2399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-01,742.0,222.0,239857.0,,,,,,2211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-02,709.0,204.0,221228.0,,,,,,2036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-03,749.0,220.0,203762.0,,,,,,2195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-04,808.0,237.0,220063.0,,,,,,2370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-05,872.0,254.0,237529.0,,,,,,2560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-06,822.0,247.0,237529.0,,,,,,2763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-08,758.0,228.0,232871.0,,,,,,2981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-09,699.0,210.0,214242.0,,,,,,3219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-10,754.0,226.0,218899.0,,,,,,3475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-11,760.0,208.0,232871.0,,,,,,3538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-12,726.0,192.0,214242.0,,,,,,3257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-13,763.0,194.0,220063.0,,,,,,3514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-15,824.0,208.0,237529.0,,,,,,3795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-16,822.0,213.0,256158.0,,,,,,4096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-17,810.0,217.0,256158.0,,,,,,4421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-19,745.0,201.0,236364.0,,,,,,4072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-20,751.0,197.0,244515.0,,,,,,3911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-22,740.0,192.0,244515.0,,,,,,3829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-23,681.0,177.0,225885.0,,,,,,3523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-24,627.0,164.0,242186.0,,,,,,3243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
